fund,fund_raw,line_item,adopted_amount,fiscal_year,is_total_row
Special Revenue Funds,Special Revenue Funds,Tree Canopy & Mitigation,318423.0,2013,False
Special Revenue Funds,Special Revenue Funds,Visitor Information Center & City Store,575000.0,2013,False
Special Revenue Funds,Special Revenue Funds,Westside Development Corporation,272282.0,2013,False
Special Revenue Funds,Special Revenue Funds,Total Special Revenue Funds,238226505.0,2013,True
Enterprise Funds,Enterprise Funds,Airport,88523996.0,2013,False
Enterprise Funds,Enterprise Funds,Customer Facility Charge N/A N/A,9000000.0,2013,False
Enterprise Funds,Enterprise Funds,Passenger Facility Charge,16713962.0,2013,False
Enterprise Funds,Enterprise Funds,Development Services,28429313.0,2013,False
Enterprise Funds,Enterprise Funds,Market Square,2443237.0,2013,False
Enterprise Funds,Enterprise Funds,Parking,9109587.0,2013,False
Enterprise Funds,Enterprise Funds,Solid Waste Operating & Maintenance,91538084.0,2013,False
Enterprise Funds,Enterprise Funds,Total Enterprise Funds,245758179.0,2013,True
Trust Funds,Trust Funds,San Jose Burial,172623.0,2013,False
Trust Funds,Trust Funds,Total Trust Funds,172623.0,2013,True
Internal Service Funds,Internal Service Funds,Capital Improvements Management Services,18968704.0,2013,False
Internal Service Funds,Internal Service Funds,Equipment Renewal & Replacement,30018090.0,2013,False
Internal Service Funds,Internal Service Funds,Facility Services,14923268.0,2013,False
Internal Service Funds,Internal Service Funds,Fleet Services,43983396.0,2013,False
Internal Service Funds,Internal Service Funds,Information Technology Services,40821072.0,2013,False
Internal Service Funds,Internal Service Funds,Purchasing & General Services,5212042.0,2013,False
Internal Service Funds,Internal Service Funds,Self Insurance,131253424.0,2013,False
Internal Service Funds,Internal Service Funds,Total Internal Service Funds,285179996.0,2013,True
Internal Service Funds,Internal Service Funds,Categorical Grants,154340128.0,2013,False
Internal Service Funds,Internal Service Funds,Debt Services,228988647.0,2013,False
General Fund,General Fund,Current Property Tax,254301878.0,2014,False
General Fund,General Fund,City Sales Tax,234858449.0,2014,False
General Fund,General Fund,CPS Energy,292161885.0,2014,False
General Fund,General Fund,Business and Franchise Tax,31006821.0,2014,False
General Fund,General Fund,Liquor by the Drink Tax,5267484.0,2014,False
General Fund,General Fund,Delinquent Property Tax,2878150.0,2014,False
General Fund,General Fund,Penalty and Interest on Delinquent Taxes,1967233.0,2014,False
General Fund,General Fund,Licenses and Permits,7545673.0,2014,False
General Fund,General Fund,San Antonio Water System,11914324.0,2014,False
General Fund,General Fund,Other Agencies,7353046.0,2014,False
General Fund,General Fund,General Government,5581434.0,2014,False
General Fund,General Fund,Public Safety,37412576.0,2014,False
General Fund,General Fund,Highways/Streets/Sanitation,551645.0,2014,False
General Fund,General Fund,Health,2811954.0,2014,False
General Fund,General Fund,Recreation and Culture,11155613.0,2014,False
General Fund,General Fund,Fines,14369816.0,2014,False
General Fund,General Fund,Sale of Property,4611499.0,2014,False
General Fund,General Fund,Use of Money and Property,1981950.0,2014,False
General Fund,General Fund,Interest on Time Deposits,732844.0,2014,False
General Fund,General Fund,Recovery of Expenditures,1316872.0,2014,False
General Fund,General Fund,Miscellaneous,279223.0,2014,False
General Fund,General Fund,Interfund Charges,1316441.0,2014,False
General Fund,General Fund,Transfers,30224249.0,2014,False
General Fund,General Fund,TOTAL GENERAL FUND,961601059.0,2014,True
Special Revenue Funds,Special Revenue Funds,Advanced Transportation District,13618953.0,2014,False
Special Revenue Funds,Special Revenue Funds,Child Safety,2169808.0,2014,False
Special Revenue Funds,Special Revenue Funds,Community & Visitor Facilities,36975436.0,2014,False
Special Revenue Funds,Special Revenue Funds,Confiscated Property,1157387.0,2014,False
Special Revenue Funds,Special Revenue Funds,Convention and Visitors Bureau,19740398.0,2014,False
Special Revenue Funds,Special Revenue Funds,Convention Facilities State Reimbursement,13097778.0,2014,False
Special Revenue Funds,Special Revenue Funds,Cultural Affairs,8532234.0,2014,False
Special Revenue Funds,Special Revenue Funds,Economic Development Incentive Fund,3750921.0,2014,False
Special Revenue Funds,Special Revenue Funds,Energy Efficiency Fund,829431.0,2014,False
Special Revenue Funds,Special Revenue Funds,Golf,461578.0,2014,False
Special Revenue Funds,Special Revenue Funds,Hotel Occupancy Tax,57873499.0,2014,False
Special Revenue Funds,Special Revenue Funds,Hotel/Motel 2%,24420242.0,2014,False
Special Revenue Funds,Special Revenue Funds,Juvenile Case Manager Fund,936624.0,2014,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Security,501056.0,2014,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Technology,667359.0,2014,False
Special Revenue Funds,Special Revenue Funds,Parks Environmental Fund 0 0 0 0,6636156.0,2014,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,57257.0,2014,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,29401682.0,2014,False
Special Revenue Funds,Special Revenue Funds,Prek4SA 0,32021173.0,2014,False
Special Revenue Funds,Special Revenue Funds,Public Education & Government,2965144.0,2014,False
Special Revenue Funds,Special Revenue Funds,Right of Way,1715116.0,2014,False
Special Revenue Funds,Special Revenue Funds,Starbright Industrial Development Corporation,732940.0,2014,False
Special Revenue Funds,Special Revenue Funds,Storm Water,39107327.0,2014,False
Special Revenue Funds,Special Revenue Funds,Storm Water Regional Facilities,3312760.0,2014,False
Special Revenue Funds,Special Revenue Funds,Tax Increment Financing,223500.0,2014,False
Special Revenue Funds,Special Revenue Funds,Tree Canopy & Mitigation,358406.0,2014,False
Special Revenue Funds,Special Revenue Funds,Visitor Information Center & City Store,637871.0,2014,False
Special Revenue Funds,Special Revenue Funds,Westside Development Corporation,258668.0,2014,False
Special Revenue Funds,Special Revenue Funds,Total Special Revenue Funds,289062926.0,2014,True
Enterprise Funds,Enterprise Funds,Airport,87556100.0,2014,False
Enterprise Funds,Enterprise Funds,Customer Facility Charge,9250000.0,2014,False
Enterprise Funds,Enterprise Funds,Passenger Facility Charge,16654204.0,2014,False
Enterprise Funds,Enterprise Funds,Development Services,27619776.0,2014,False
Enterprise Funds,Enterprise Funds,Market Square,2466530.0,2014,False
Enterprise Funds,Enterprise Funds,Parking,9669829.0,2014,False
Enterprise Funds,Enterprise Funds,Solid Waste Operating & Maintenance,94761208.0,2014,False
Enterprise Funds,Enterprise Funds,Total Enterprise Funds,247977647.0,2014,True
Trust Funds,Trust Funds,San Jose Burial,209088.0,2014,False
Trust Funds,Trust Funds,Total Trust Funds,209088.0,2014,True
Internal Service Funds,Internal Service Funds,Capital Improvements Management Services,19025773.0,2014,False
Internal Service Funds,Internal Service Funds,Equipment Renewal & Replacement,34864325.0,2014,False
Internal Service Funds,Internal Service Funds,Facility Services,15563821.0,2014,False
Internal Service Funds,Internal Service Funds,Fleet Services,45129306.0,2014,False
Internal Service Funds,Internal Service Funds,Information Technology Services,42293532.0,2014,False
Internal Service Funds,Internal Service Funds,Purchasing & General Services,5137376.0,2014,False
Internal Service Funds,Internal Service Funds,Self Insurance,137373047.0,2014,False
Internal Service Funds,Internal Service Funds,Total Internal Service Funds,299387180.0,2014,True
Internal Service Funds,Internal Service Funds,Categorical Grants,141970892.0,2014,False
Internal Service Funds,Internal Service Funds,Debt Services,209668189.0,2014,False
General Fund,General Fund,Current Property Tax,268477764.0,2015,False
General Fund,General Fund,City Sales Tax,253371067.0,2015,False
General Fund,General Fund,CPS Energy,315962248.0,2015,False
General Fund,General Fund,Business and Franchise Tax,31078597.0,2015,False
General Fund,General Fund,Liquor by the Drink Tax,6612460.0,2015,False
General Fund,General Fund,Delinquent Property Tax,2712353.0,2015,False
General Fund,General Fund,Penalty and Interest on Delinquent Taxes,2130000.0,2015,False
General Fund,General Fund,Licenses and Permits,7986740.0,2015,False
General Fund,General Fund,San Antonio Water System,13373971.0,2015,False
General Fund,General Fund,Other Agencies,8088413.0,2015,False
General Fund,General Fund,General Government,4501560.0,2015,False
General Fund,General Fund,Public Safety,44620824.0,2015,False
General Fund,General Fund,Highways/Streets/Sanitation,572276.0,2015,False
General Fund,General Fund,Health,2846047.0,2015,False
General Fund,General Fund,Recreation and Culture,11033857.0,2015,False
General Fund,General Fund,Fines,13449057.0,2015,False
General Fund,General Fund,Sale of Property,4007152.0,2015,False
General Fund,General Fund,Use of Money and Property,2043375.0,2015,False
General Fund,General Fund,Interest on Time Deposits,549407.0,2015,False
General Fund,General Fund,Recovery of Expenditures,1714381.0,2015,False
General Fund,General Fund,Miscellaneous,382997.0,2015,False
General Fund,General Fund,Interfund Charges,1650000.0,2015,False
General Fund,General Fund,Transfers,34735760.0,2015,False
General Fund,General Fund,TOTAL GENERAL FUND,1031900306.0,2015,True
Special Revenue Funds,Special Revenue Funds,Advanced Transportation District,14711643.0,2015,False
Special Revenue Funds,Special Revenue Funds,Child Safety,2222239.0,2015,False
Special Revenue Funds,Special Revenue Funds,Community & Visitor Facilities,40187167.0,2015,False
Special Revenue Funds,Special Revenue Funds,Confiscated Property,1366188.0,2015,False
Special Revenue Funds,Special Revenue Funds,Convention and Visitors Bureau,20112509.0,2015,False
Special Revenue Funds,Special Revenue Funds,Convention Center Lease Payment Fund,23087787.0,2015,False
Special Revenue Funds,Special Revenue Funds,Convention Facilities State Reimbursement,2081919.0,2015,False
Special Revenue Funds,Special Revenue Funds,Cultural Affairs,9233649.0,2015,False
Special Revenue Funds,Special Revenue Funds,E-Rate,82328.0,2015,False
Special Revenue Funds,Special Revenue Funds,Economic Development Incentive Fund,1771664.0,2015,False
Special Revenue Funds,Special Revenue Funds,Energy Efficiency Fund,1070576.0,2015,False
Special Revenue Funds,Special Revenue Funds,Golf,464188.0,2015,False
Special Revenue Funds,Special Revenue Funds,Hotel Occupancy Tax,60601341.0,2015,False
Special Revenue Funds,Special Revenue Funds,Hotel/Motel 2%,17294129.0,2015,False
Special Revenue Funds,Special Revenue Funds,Inner City Incentive Fund N/A N/A N/A,2000000.0,2015,False
Special Revenue Funds,Special Revenue Funds,Juvenile Case Manager Fund,1607189.0,2015,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Security,486864.0,2015,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Technology,649019.0,2015,False
Special Revenue Funds,Special Revenue Funds,Parks Environmental Fund N/A,6718812.0,2015,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,44309.0,2015,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,30681423.0,2015,False
Special Revenue Funds,Special Revenue Funds,Prek4SA,35027906.0,2015,False
Special Revenue Funds,Special Revenue Funds,Public Education & Government,2983522.0,2015,False
Special Revenue Funds,Special Revenue Funds,Right of Way,2573926.0,2015,False
